publication_date,title,conclusions
2018-08-02T00:00:00Z,Parental high dietary arachidonic acid levels modulated the hepatic transcriptome of adult zebrafish (Danio rerio) progeny,"['Our work has shown that the parental diet modulated the transcription of a range of genes in the adult progeny connected to the fatty acid and retinoid metabolism, methionine cycle, transsulfuration pathway and estrogen signalling. We cannot distinguish if the effect at the transcriptional level is due to the nutritional composition of eggs (oocytes), maternal mRNA deposition or progeny transcriptome potential through programming of the gametes. Modulation of the transcriptome at early life stages can in turn affect metabolic pathways and their activity at later life stages. To our knowledge, the present study is the first one investigating liver transcriptome characteristics of adult zebrafish progeny from parents fed high ARA levels. Nevertheless, further study is required to understand deeper mechanisms on how those gene expression differences observed in adult progeny develop and if these effects can be transferred to future generations.']"
2016-06-02T00:00:00Z,"Effects of Addition of Linseed and Marine Algae to the Diet on Adipose Tissue Development, Fatty Acid Profile, Lipogenic Gene Expression, and Meat Quality in Lambs","['The results indicate that feeding linseed did not affect growth parameters of Navarra breed lambs; nevertheless, the partial substitution of linseed with marine algae reduced ADG and increased slaughter age of lambs. Dietary linseed or linseed and algae decreased the expression of ACACA and SCD in both SC and IM AT and FADS1, FADS2 and ELOVL5 in the IM AT, suggesting a regulation in the novo FA synthesis and a shift in monounsturared FA formation.With reference to adipose tissue development, differences in cellularity as well as in expression of genes related to differentiation and lipogenesis and LCPUFA synthesis, indicate that SC and IM adipose tissues may possess distinct regulation, which results in different fat accretion and varied fatty acid distribution. Supplementing diets with linseed or linseed in combination with algae led to an enrichment of C18:3 n-3 and reduced n-6/n-3 ratio in both SC and IM adipose tissues. Algae addition seemed to be more effective than linseed addition in increasing the physiologically important EPA and DHA content in the studied tissues, but it had adverse effects on meat quality, as the meat from lambs fed linseed with algae presented greater lipid oxidation and reduced ratings for odor, flavor and overall acceptability. The content of ALA, LA and LCPUFA in the diet of lambs is an important factor in the nutritional regulation of lipid metabolism, especially in the LCPUFA synthesis, and further work is needed to elucidate the molecular and biochemical mechanisms controlling the synthesis and deposition of these fatty acids.']"
2018-04-25T00:00:00Z,The timing of growth faltering has important implications for observational analyses of the underlying determinants of nutrition outcomes,"['Despite the broader programmatic influence of seminal research on the importance of growth faltering and wasting in the first 1000 days of life [1, 2], experimental and observational research on linear growth and wasting often only measures partial exposure to underlying determinants of interest without paying due attention to the different age dynamics of growth faltering as defined by HAZ and WAZ or by HAD. The results in this study show that the multivariable regression associations between these indicators and various underlying determinants of nutrition using DHS data are very sensitive to age restrictions, with patterns entirely consistent with the partial exposure bias hypothesis.The clearest limitation of these results is that they are based on cross sectional observational data, implying that these coefficients could suffer from the omission of relevant confounding factors and various types of measurement error, and that any inferences on the dynamics of growth faltering and wasting must be inferred from comparisons across cohorts rather than within cohorts. However, the primary objective of our analysis was to gauge the sensitivity of findings inferred from an already extensive observational literature on the underlying determinants of nutrition. This literature exists because in contrast to the evidence base on specific nutrition programs, experimental evaluations of the nutritional impacts of many underlying factors are costly and difficult to implement. For example, assessing the nutritional impacts of parental schooling would require an extremely extensive and prolonged multi-generational experimental design [8]. Hence there are very few experimental studies assessing the nutritional impacts of programs targeting parental education, household income/assets, access to health services or family planning. In the absence of many such experiments, researchers and policymakers heavily rely on observational analyses to investigate these factors or to infer their role in modelling scenarios; this paper set out to assess how sensitive such analyses are to partial exposure bias.These findings have important implications for future research. For observational analyses of linear growth indicators, minimizing partial exposure bias in studies of underlying determinants generally requires focusing regression analysis on children aged 24 months or older who have completed the first 1000 days of heightened vulnerability to various nutritional insults. One necessary exception would be analyses of the associations between HAZ/stunting and children’s diets [34, 35], since the DHS now only measures dietary outcomes for children 0–23 months (previously many surveys had recorded this information for children 0–35 months). Yet even in this case researchers should test sensitivity to the use of older sub-samples (e.g. 18–23 months) and arguably use sub-samples of older children as the preferred result, as in [36]. Another exception would be analyses focused on specific stages of a child’s growth process, such as studies exploring determinants of postnatal HAZ and its associations with maternal nutrition or prenatal care.For analyses of WHZ or wasting, the opposite strategy is recommended: regression analyses should generally focus on children 0–23 months of age, since these children are much more vulnerable to the various recent insults that influence weight-based nutrition outcomes. At the very least, studies should stratify their analyses by appropriate age brackets, and acknowledge that partial exposure bias can be an important influence on estimated coefficients.These recommendations can easily be implemented with the data often collected in standard surveys. More indirectly, these results also have implications for experimental research and thus for the samples chosen or for the necessary duration of the studies. Nutrition-specific interventions often do give very close consideration to the age dynamics of stunting, but not always. For example, many analyses of nutrition-sensitive interventions, such as sanitation trials, often pay limited attention to this issue, especially when nutrition indicators constitute secondary outcomes of interest [27].These results have important implications for the policy messages inferred from existing research on the determinants of child nutrition, which mostly uses samples of children aged 0–59 months. Our findings suggest that many previous studies have underestimated the impacts of a wide range of underlying determinants on linear growth, particularly parental education and wealth, income and economic growth [4–7]. Interestingly, our analysis of the determinants of child weight for height also suggests that wealth and parental education have much stronger associations with WHZ and wasting in the more appropriate 0–23 month old sample.In summary, we argue that the analytical implications of children’s heightened vulnerability to nutritional insults in the first 1000 days of life have not been appropriately integrated into the large and influential literature engaged in observational analyses of the underlying determinants of child nutrition outcomes. Doing so yields important new results, with household wealth, parental education and many other underlying determinants having stronger associations with stunting and wasting than previous analyses would suggest.']"
2019-08-09T00:00:00Z,Profiling DNA methylation patterns of zebrafish liver associated with parental high dietary arachidonic acid,"['This study has shown that parental dietary ARA influences DNA methylation in zebrafish liver. Hepatic methylation patterns across different genomic regions have been reported in two generations. We identified 2338 loci in the parental livers and 2142 loci in the livers of their progeny showing differential methylation between the dietary groups. We compared the DNA methylation changes in progeny livers to existing gene expression changes, but only based on few gene annotations. Although we reported several genes possibly regulated by diet-associated methylation changes, our results are limited to liver tissue, and causal or functional associations remain undiscovered. Thus, it is possible that the relation between DNA methylation and gene expression changes is stronger during early developmental stages or in tissues other than liver. The effects of nutritional induced DNA methylation changes at specific CpG loci in a transgenerational context and the extent of epigenetic gene regulation need to be verified by further studies.']"
2017-11-22T00:00:00Z,Post-weaning high-fat diet results in growth cartilage lesions in young male rats,"['In conclusion, we have demonstrated, for the first time, that exposure to a HF diet from weaning results in significant lesions in the EGC, typical of articular osteochondrosis. Our results demonstrate that the disturbance in endochondral ossification at the osteochondral junction is strongly correlated with body fat, plasma leptin and plasma TNFα concentrations, and not with exercise. A background of mild lesion incidence in chow-fed animals suggests that lack of exercise is a risk factor. The cellular and molecular mechanism of osteochondrosis is not fully understood in any species, and the relative contribution of body weight, growth rate, physical activity, nutrition and chronic inflammatory state are disputed. Further, molecular or cellular studies in juvenile human tissue are limited. Our findings highlight the sensitivity of the developing growth cartilage to high-lipid feeding, and contribute an additional potential mechanism involved in the pathogenesis of osteochondrosis. The model offers a unique opportunity to determine possible strategies for the prevention or progression of early stable juvenile osteochondrosis in children and adolescents.']"
2019-10-24T00:00:00Z,"A social media intervention to improve nutrition knowledge and behaviors of low income, pregnant adolescents and adult women","['This pilot study indicated that poor overall diet quality persisted among low-income, pregnant adolescents and adults. Despite increases in calcium and magnesium, these and other important nutrients (e.g. fiber and iron) fell short of recommendations in both age groups. Despite the participants enjoying receiving social media information regarding pregnancy health, further efforts are needed to educate this high-risk community on prenatal nutrition and to motivate dietary change for maternal and child health outcomes. This is especially important considering that the majority of participants who entered pregnancy as overweight or obese were more likely to experience EGWG during the intervention. Although teens have increased access to social media, the adults had higher levels of participation during this study. Future interventions are needed to further evaluate the type, frequency and sources of sugar consumed by this population and the best way to implement social media interventions in an effective and enjoyable way.']"
2016-02-09T00:00:00Z,Trends in Food Habits and Their Relation to Socioeconomic Status among Nordic Adolescents 2001/2002-2009/2010,"['During the time period 2001/2002 to 2005/2006, the proportion of students including fruit in their everyday diet showed grater increase in Denmark and Norway compared with Finland and Sweden. Decreased sugar intake was documented in Finland, Norway and Sweden but not in Denmark. Different trends resulted in increased country differences in daily fruit/vegetable consumption during the time of observations. However, despite the positive dietary trends documented in the present study, the majority of Nordic adolescents are far from meeting the recommendation. Furthermore, clear and persistent patterns of social inequality remain. Our findings underline the need for more comprehensive initiatives targeting young people’s food habits. These should be based on systematic evaluations of public health initiatives addressing adolescents’ food habits. Finally, further monitoring of socioeconomic patterns in adolescents’ food habits should be highlighted and considered in the planning of future health promotion targeting adolescent nutrition.']"
2015-04-17T00:00:00Z,Experimental Evaluation of Herbivory on Live Plant Seedlings by the Earthworm Lumbricus terrestris L. in the Presence and Absence of Soil Surface Litter,"['Results of the present study show that L. terrestris damages live plants. This, however, is likely to be a rare event and probably only happens if alternative food such as soil surface litter material is missing. Further experiments should investigate if L. terrestris consumes the torn off plant parts immediately or leaves them on or in the soil to decay and later consumption. Lumbricus terrestris preferred legume litter material over those of grasses and herbs, and data on earthworm weight change suggests that soil surface litter is a crucial component of the diet of this earthworm species which cannot be compensated for by herbivory. Our results on the minor biological significance of earthworm herbivory suggest that earlier herbivory studies ignoring earthworms did not introduce a major artefact. While herbivory on plants beyond the initial seedling stage may only play a minor role in earthworm nutrition and have limited potential to influence plant growth, earthworm effects on plants at the cotyledon stage needs further investigation.']"
2020-01-10T00:00:00Z,The association between dietary patterns before and in early pregnancy and the risk of gestational diabetes mellitus (GDM): Data from the Malaysian SECOST cohort,"['The present study found that diets rich in sugar, spread and creamer, spices and condiments (DP 2 and DP 5) were significantly associated with reduced risk of GDM. The unexpected findings could be due to factors such as, lower BMI, and reduced energy intake. Furthermore, non-GDM women maintained a high DP score for all DPs from pre-pregnancy until second trimester of pregnancy, meanwhile GDM women showed lower and/or inconsistent DP scores, suggesting that non-GDM might have a lower genetic susceptibility to GDM as they are not at risk of GDM despite having also high DP scores for less healthy DPs (pattern 2 and pattern 3). A future large-scale prospective study or a well-designed randomized controlled trial is warranted to further confirm the association between the dietary pattern and the GDM in the Malaysian population. Such findings could inform efforts to strengthen existing or develop appropriate health and nutrition strategies to address the increasing rate of GDM in Malaysia.']"
2019-01-30T00:00:00Z,"Soybean isoflavones improve the health benefits, flavour quality indicators and physical properties of grass carp (Ctenopharygodon idella)","[""As shown in Fig 5, the research showed that optimal dietary SIF supplementation had a potential to improve the meat quality of grass carp. (1) Optimal dietary SIF supplementation (the 25 or 50 mg SIF/kg diet) increased muscle protein total PUFA, healthcare fatty acid (ALA, EPA and DHA), total FAA, Glu, Asp, 5'-IMP content, WHC and tenderness, promoting the nutritive value, health benefits, flavour quality indicators in the muscle of fish; (2) Optimal dietary SIF supplementation (the 25 or 50 mg SIF/kg diet) increased WHC and tenderness, enhancing the meat quality. Further exploration showed that the SIF-elevated WHC might be associated with a high collagen concentration and low cathepsin B and L activities as well as reduced apoptosis in fish muscle, whereas SIF-increased tenderness may be associated with an elevated WHC and an enhanced antioxidant capacity in fish muscle. On the other hand, SIF-increased antioxidant capacity was ascribed to an increase in the GSH content and antioxidant enzyme (except CuZnSOD) activities regulated by their gene expression and Nrf2 signalling in fish muscle. (3) Excessive SIF (100 or 125 mg/kg) could inhibit some of these positive effects, when compared with the optimal level of SIF.\n10.1371/journal.pone.0209570.g005\nFig 5\n\nGeneral summary for the effects of dietary SIF on meat quality and its potential signaling pathways in the muscle of fish.\nWHC, water-holding capacity; Nrf2, NF-E2-related factor 2; 5'-IMP, 5'-inosine monophosphate; FAA, free amino acids; TOR, target of rapamycin.\n\n\n""]"
2015-04-27T00:00:00Z,"Gestational Dietary Protein Is Associated with Sex Specific Decrease in Blood Flow, Fetal Heart Growth and Post-Natal Blood Pressure of Progeny","['Protein restriction during the peri-conception period and first trimester altered uterine blood flow in primiparous heifers. Further, uterine blood flow was increased in early pregnancy if the heifer was pregnant to a male rather than a female fetus. Sex specific differences in feto-placental perfusion indices exist in the bovine as previously reported in the human [1] and such indices are susceptible to dietary perturbation. The identification of these effects adds to our knowledge of the physiology of male and female fetuses in utero. In accord with a previous report [13] the cardiovascular system of the female fetus was altered by the early in utero low protein diet. Fetal organ development has been shown to be affected by changes in maternal nutrition associated with changes in placental hormone production, with such effects having a sex bias. Altered fetal haemodynamics in utero may be part of the mechanism involved, making further investigation of the sex specific differences present during fetal life important. This study affords additional insight into the gender specific circulatory differences that exist through gestation.']"
2014-03-12T00:00:00Z,Reduced-Gliadin Wheat Bread: An Alternative to the Gluten-Free Diet for Consumers Suffering Gluten-Related Pathologies,"['In the present work, the development of wheat bread suitable for celiac patients and other gluten-related pathologies is described. Wheat lines with very low content of the specific gluten proteins (near gliadin-free) that are the causal agents for pathologies such as celiac disease were obtained by RNAi. This reduced-gliadin bread has a higher lysine content and similar bread-making quality to normal bread, and therefore could enormously contribute to improve the diet of these patients. Results reported here represent a great advance in the development of food safe for people around the world suffering gluten-related pathologies, with excellent organoleptic properties and greater nutritional quality. However, transgenic wheat is highly regulated and, currently, not commercially grown and this can limit or delay the proposed strategy. The results presented here indicate that flour and bread with reduced levels of these gliadins would be safer for gluten intolerant consumers, although the value of this material still depends on whether or not it can become commercially available, or if these results can be translated into something that is commercially available.']"
2019-03-08T00:00:00Z,Screening and application of nutritional support in elderly hospitalized patients of a tertiary care hospital in China,"['By conducting nutritional risk screening and research on the application of nutritional support for elderly patients, this study determined the aspects that require improvement in clinical treatment regarding nutritional support. Through analysis of the relationships between nutritional risk, nutritional support, and clinical results, the study found that nutritional support can reduce HLOS and decrease the incidence of infectious complications in elderly patients with nutritional risk and malnutrition, which provides evidence for the application of nutritional support in clinical treatment.']"
2019-08-05T00:00:00Z,Food-type may jeopardize biomarker interpretation in mussels used in aquatic toxicological experimentation,"['According to the present study, Best Available Practices for biomarker-based toxicological experiments should include the appropriate selection and reporting of the food type and feeding regime to achieve reliable and comparable experimental data on the biological effects of pollutants. Commercial food based on frozen or freeze-dried diets might not be the best option for feeding during toxicological experiments, similar to what was earlier shown for aquaculture production [106,118]. Live commercial phytoplankton might be a viable alternative, yet the dietary microalgae should be selected on the basis of the suitable dimension (size, volume, weight) of algal cells, high digestibility and balanced nutritional value [106]. Furthermore, different live microalgae affect biomarkers in different ways. T. chuii that has low digestibility and long gut retention times [114,117,124] appears to influence nutritional status, oxidative stress and digestion processes in mussels. Alternatively, the massive presence of I. galbana within digestive cells may hamper the measurement of fluorescent-based cytochemical biomarkers and may bias biochemical biomarkers due to the high abundance of the algae in the mussel tissue. Interestingly, at low dietary cell concentrations of I. galbana (2×104 cells/mL) the occurrence of microalgae within digestive cells is negligible [125]; however, rations over 2×104 cells/mL are recommended and commonly used in physiological experiments [36, 126]. Further research is needed to optimize dietary food type, composition, regime and rations for toxicological experimentation. Meanwhile, it is important that research papers include a detailed description of the food type and feeding conditions to aid in comparison and interpretation of the biological responses elicited by pollutants in mussels.']"
2016-05-17T00:00:00Z,"Forests, Trees, and Micronutrient-Rich Food Consumption in Indonesia","['Much of the policy rhetoric on food security in Indonesia focuses on production of more rice since it is the main staple food (and thus source of calories) and also important for cultural, political and historical reasons [70]. Increased rice production however, does not address the widespread problem of micronutrient deficiency. Government run micronutrient supplementation programs and public-private partnerships encouraging fortification have been the primary policies targeted at reducing micronutrient deficiencies with little attention paid to dietary quality.The results here suggest that the nature of the landscape and the agrarian context may affect dietary quality and such factors should be considered in both land use policies as well as those aimed at improving nutrition. Our results suggest that forests and tree-based systems could play an important role in supporting dietary quality in Indonesia, but further research is necessary for understanding the exact mechanisms and the regional differences in such relationships.While the results for the aggregate data do not show strong associations between tree dominated land classes and diet, the provincial level analyses exhibit interesting relationships. We do not believe that these results are conclusive, but that they are suggestive enough of important relationships between forests, tree-based systems, and nutrition to warrant further investigation. The fact that the models run on the aggregate sample do not reflect the provincial level results underscores the importance of more targeted research at the local level across different regions of Indonesia. More detailed data on both quantities of food consumed as well as on the definitive land use from different regions is necessary before arriving at conclusions and policy recommendations.Natural forest and semi-natural forest characterized by swidden/agroforestry were positively associated with a larger number of nutritionally important food groups in provinces dominated by these land uses, than timber and palm oil plantations were in the provinces dominated by these land uses. The swidden/agroforestry land use was associated with more frequent consumption of animal source foods which is a particularly important and limited food group for the poor in developing countries. These results together suggest that the nutritional benefits associated with commercial plantations may not be sufficient to compensate for the loss of previous benefits obtained from natural forests and swidden/agroforestry systems. Such a hypothesis however, can only be tested through detailed and rigorous investigation at local scales.']"
2017-11-16T00:00:00Z,The chicken or the egg? Exploring bi-directional associations between Newcastle disease vaccination and village chicken flock size in rural Tanzania,"['Animal health programs–and development programs more broadly–that involve the voluntary investment of funds by local households offer a sustainable pathway to food and nutrition security, which avoids a reliance on ongoing support from governments or donor agencies. Village chickens, ubiquitous throughout rural communities of sub-Saharan Africa, are a worthy target of efforts to alleviate poverty and enhance diet quality. Within this study, the finding of greater flock size following Newcastle disease vaccination provides assurance of the vaccine being handled and administered effectively by local vaccinators. Increased thermotolerance of the I-2 ND vaccine removes the need for a continuous cold chain, but requirements for appropriate storage, transport and ensuring opened vaccine vials are used within an appropriate time period remain important.Equally central to a successful ND control program is the awareness-raising and educational role of the vaccinator within their community. Tanzanian poultry-keepers are familiar with clinical signs and patterns of disease amongst their birds, and, although formal diagnosis is rare, illness and mortality compatible with Newcastle disease (Mdondo in Swahili) is a known entity. Despite this, when financial reserves are scarce, climate patterns unpredictable, available environmental feed resources limited and the threat of predation and theft common, poultry-keepers may be initially reluctant to invest in ND vaccination programs. This study’s finding of increased vaccination uptake by households to whom questions about chicken ownership, management and consumption were posed on a regular basis supports the idea of awareness generating demand for vaccination.As per the age-old “chicken or the egg” conundrum, linkages between vaccination and poultry flock size are confirmed to be bi-directional: vaccination leads to increased flock size, and larger flocks are more likely to be vaccinated. The real dilemma is how to encourage vaccination amongst households with fewer chickens and to support chicken-keepers to vaccinate regularly. One targeted program in Mozambique has involved the distribution of both chickens and ND vaccination vouchers to households affected by HIV/AIDS, allowing community vaccinators to collect payment for their service from two local non-governmental organisations during the first year of a newly introduced ND vaccination program [32]. Opportunities for a similar subsidised vaccination service for vulnerable households elsewhere in Africa, perhaps integrated with existing or future social welfare programs, warrants further exploration. Qualitative approaches to explore household decision-making around chicken health and management, allocation of income, and motivations, challenges and priorities of community vaccinators will be central to the identification and addressing of barriers to broader vaccination coverage.Findings which link chicken flock size with households’ socioeconomic status affirm the value of integrated approaches to poverty alleviation in efforts to enhance food and nutrition security. There is scope for greater economic and nutritional contributions of village chickens, but this may be accelerated when other strategies to increase the household income are in place. In the context of the broader interdisciplinary nutrition-sensitive program of which this study forms a part, the synergistic outcomes of improved crop production and poultry health are proposed to contribute to increased household income, less vulnerability to extreme weather events, greater willingness and capacity to invest in crop and poultry production and, ultimately, improved human nutrition outcomes.']"
2016-09-13T00:00:00Z,"Monetary Diet Cost, Diet Quality, and Parental Socioeconomic Status in Spanish Youth","['In conclusion, healthy eating–characterized by a better adherence to the Mediterranean diet–was associated with higher actual monetary daily diet cost standardized to a 1000kcal diet. Of particular concern is that low diet quality, accompanied by lower diet costs, was found in youth from families with less favorable socioeconomic conditions.']"
2013-01-14T00:00:00Z,Population and Landscape Genetics of an Introduced Species (M. fascicularis) on the Island of Mauritius,"['Despite broader sampling, the results of this study were concordant with previous genetic investigations of cynomolgus macaques on Mauritus. While significant genetic differentiation among the 14 sampling sites was not found, individuals formed two clusters in the PCA that roughly corresponded to the northern and southern/central portions of the island, albeit with substantial overlap. The Fst between the two groups was low, and calculations of Fis were comparable, suggesting a consistent excess of homozygosity across the island.A higher correlation between genetic and geographic distance was found in sites on the northern portion of the island compared to the southern/central portion. This divide may be moderately affected by changes in topography, but topography alone does not adequately explain the differentiation between neighboring sites along the uniformly low-lying northern shore. Similarly, no significant difference in body weight at capture was found between animals in the northern and southern/central parts of Mauritius. We hypothesize that the increase in human habitation and tourist infrastructure in northern Mauritius since the 1980s has contributed to, if not created, this effect, as animals supplement their diets with food from anthropogenic sources, reducing both the travel distance required to secure adequate nutrition and contact with neighboring groups.']"
2017-10-20T00:00:00Z,The importance of propolis in alleviating the negative physiological effects of heat stress in quail chicks,"['The results of the present study indicate that dietary propolis supplementation can alleviate the negative effects of heat stress on the growth performance, intestinal histomorphometry, physiology and immunity of Japanese quail. Propolis maintained the normal levels of plasma free T3 hormone, preserved the integrity of intestinal villi and increased the crypts depth in the heat-stressed quail, which consequently enhanced the feed efficiency and growth performance of the quail. The plasma corticosterone and body temperature were decreased in the quail that were fed with propolis, indicating that propolis decreases the stress indicators in quail exposed to heat stress conditions. Moreover, the quail that were fed with propolis expressed good immunity status as presented by a lower H/L ratio and higher lymphocyte proliferation together with the high expression of TLR5 gene. Furthermore, the positive effects of propolis were evidenced by normalizing the high expressions of CASP6-apoptotic gene and Hsp70-stress gene to lower levels in the heat-stressed quail. Therefore, the addition of propolis at a rate of 1 g/kg to the diet of quail could be recommended as a potential nutritional strategy in order to improve their performance, especially under heat stress conditions.']"
2015-07-24T00:00:00Z,Quantitative Trait Loci Associated with the Tocochromanol (Vitamin E) Pathway in Barley,"['This study demonstrates that GWAS can detect genetic determinants of complex traits in a panel of elite germplasm. This approach to QTL and candidate gene identification can complement the use of bi-parental mapping populations specifically tailored to each trait. A total of 13 marker-trait associations for tocochromanol concentrations in barley were identified. The significant SNPs were found in seven genomic regions on three chromosomes. Five of the seven associations were with markers near genes associated with the tocochromanol pathway. The availability of the draft of the barley genome sequence, published by the International Barley Genome Sequencing Consortium [28], enabled the alignment of QTLs with candidate genes. This information will be useful in future studies directed at understanding the role(s) of tocochromanols in barley growth, development, stress resistance and productivity. It will also be useful in breeding food barley varieties that can supply moderate amounts of tocochromanols in human diets within a framework of whole grain nutrition.\nDisclaimer\nMention of trade names or commercial products in this publication is solely for the purpose of providing specific information and does not imply recommendation or endorsement by the U.S. Department of Agriculture. The USDA is an equal opportunity provider and employer.\n']"
2014-10-17T00:00:00Z,"Sequential Cross-Species Chromosome Painting among River Buffalo, Cattle, Sheep and Goat: A Useful Tool for Chromosome Abnormalities Diagnosis within the Family Bovidae","['A DNA collection made of 13 probes generated by chromosome microdissection and DOP-PCR was sequentially hybridised on river buffalo, cattle, sheep and goat metaphase spreads in cross-species hybridization experiments. Nearly half of the bovine and goat karyotypes (13 out 30 chromosome pairs), and 40% of the sheep karyotype (11 out of 27 chromosome pairs) were covered. This allowed the development -for the first time- a comparative M-FISH karyotype for the domestic bovids, which represents a fundamental step for the future achievement of: a) health screening programs of the breeds (highly productive, endangered, indigenous, etc…) related to these species on a molecular cytogenetic basis; b) rapid identification of simple and complex chromosomal rearrangements; c) cross-species hybridization experiments within the family Bovidae and more generally, for comparative evolutionary studies with species of other families; d) resolution of complex karyotypes with particular regard to the detection of hybrid animals; e) evaluation of the aneuploidy level in germ cells as tool for the monitoring the reproductive health of animals in relation to management errors (hormonal imbalances, nutritional and diet mistakes) and/or environmental hazards (mutagens, mitotic poisons) which are known to damage the mitotic/meiotic machinery of the cell.']"
2016-06-02T00:00:00Z,Effect of a Brown Rice Based Vegan Diet and Conventional Diabetic Diet on Glycemic Control of Patients with Type 2 Diabetes: A 12-Week Randomized Clinical Trial,"['The use of a vegan diet for 3 months was found to be more effective for glycemic control among T2D patients, as compared to a conventional diabetes diet recommended by the KDA. However, as the compliance of the vegan diet group was lower than that of the conventional group, and because dietary choices are often personal, it is not realistic to recommend vegan diets to all T2D patients. Nevertheless, this effective diet approach can be applied for T2D patients who are strongly motivated to follow a vegan diet, particularly in the Asian population.']"
2016-06-14T00:00:00Z,The Relationship between Diet Quality and Acculturation of Immigrated South Asian American Adults and Their Association with Metabolic Syndrome,"['Ours is the first study to simultaneously explore the impacts of diet quality and acculturation on the prevalence of MetS among SA Americans using previously validated instruments.The diet quality of less acculturated SA was lower and was associated with higher percentage of MetS (42%) compared to the Americanized SA (34%). Although the diet quality score of SA “needs improvement” (i.e., < 80), they have elevated MetS percentages.Ethnically diverse SA had similar diet quality and acculturation status but gender differences were apparent. SA males had higher diet quality scores and less MetS as opposed to females who had lower diet quality scores and higher MetS. Future research may be needed to develop a more sensitive diet quality tool to ascertain the relationship between diet and chronic disease for SA by gender.']"
2016-03-16T00:00:00Z,Murciano-Granadina Goat Performance and Methane Emission after Replacing Barley Grain with Fibrous By-Products,"['This paper provides data on energy partitioning, substrate oxidation, carbon and nitrogen balances, methane emissions and milk performance in Murciano-Granadina goats during midlactation fed mixed diets. Replacing 59% of barley in the diet by dry orange pulp or soybean hulls did not affect milk yield (2.16 kg/d) and no effect was found for chemical composition. The higher starch diet (BRL diet) resulted in positive energy balance and higher fibrous diets showed fat mobilization. On the other hand, the difference in degradation rate between orange pulp and soybean meal (OP diet) and high fat added to the SH diet appear to have affected ruminal fermentation, with greater NH3-N for the OP and SH diets. The OP and SH treatments (lower pentadecanoic acid (C15:0) and higher heptadecanoic acid (C17:0) content in the milk of goats fed fibrous by-product) suggested a negative impact of these diets on rumen bacterial fermentative activity and fat mobilization. Replacement of cereal grain with fibrous by-products did not increase methane emissions (57.4 L/goat per day, on average). Therefore, lactating goats could utilize dry orange pulp and soybean hulls diets with no detrimental effect on milk performance, although attention should be paid to fat added to the diet and the synchrony between the type of fibre and the source of protein used.']"
2014-10-21T00:00:00Z,Psychological Determinants of Consumer Acceptance of Personalised Nutrition in 9 European Countries,"['To the authors’ knowledge, this is the first study to have modelled factors determining intention to take up personalised nutrition in representative samples of European consumers. An important strength of the study was that the elements of the model have been informed by qualitative research in similar population. These data imply that attitudes towards, and adoption of, personalised nutrition are primarily driven by perceptions of benefit and whether adoption of personalised nutrition is achievable. Trust in regulatory systems (in particular related to data protection) and the extent to which individuals are committed to improving, and perceive that their own actions may influence their own health status and attitudes towards personalised nutrition. This implies that promotion of personalised nutrition to the general public would need to emphasise the (personal) benefits of personalised nutrition. Discussion of risk should focus on end-user concerns, in particular related to data –protection and service delivery. Communication should also address Perceived Efficacy through providing information about how personalised nutrition can be adopted by consumers. Providing information about potential health benefits associated with personalised nutrition may also influence adoption by individuals with low levels of Health Locus of Control.']"
2016-07-08T00:00:00Z,The Effect of Diet Mixing on a Nonselective Herbivore,"['Our results demonstrate that a mixed-diet can support a higher growth rate of a consumer species than the average of single prey species diets. This might be explained by the discrepancy in algae cell size or compensatory feeding. The generalist herbivore did not obtain a higher growth rate when consuming a mixed-diet compared to the best single species diet. Moreover, it is not able to selectively feed and thereby obtain optimal growth by actively regulating their diet and consuming complementary prey. This is however possible for a selective grazer. This means that there is a higher probability of finding support for the balanced-diet hypothesis concerning selective grazers. Therefore, we would like to emphasize the importance of differentiating between selective and non-selective grazers when conducting diet mixing experiments.']"
