publication_date,title,conclusions
2015-04-15T00:00:00Z,Subcutaneous and Segmental Fat Loss with and without Supportive Supplements in Conjunction with a Low-Calorie High Protein Diet in Healthy Women,"['In summary, the addition of a caffeine-containing thermogenic, CLA, multi-vitamin, and protein to a low-calorie, high-protein diet for 3 weeks: 1) reduced body weight 97% more, 2) reduced %Fat according to skinfolds 9 times more, and 3) reduced skinfold thicknesses at five of the seven sites, compared to diet alone. Additionally, since the caloric deficit was similar between the SUP and PLA groups but the fat loss was different, the supplements increased the efficiency (114% vs. 79%) of converting a caloric deficit into fat loss, thereby improving fat loss over diet alone by 35%. Since skinfolds were significantly reduced with supplementation and segmental DXA measurements were unchanged, the data suggest that the supplements were affecting the selective mobilization of fatty acids from subcutaneous fat depots for oxidation over visceral and other fat depots. It is recommended that future directions in research focus on isolating the specific contributions of each supplement to the improvements in body weight and body fat. Athletic, healthy women looking to rapidly reduce body fat with a focus on subcutaneous adipose tissue should consider adding supplements such as a thermogenic, CLA, protein gels/powders, and a multi-vitamin to their nutrition intervention as results may be significantly enhanced over diet alone.']"
2018-10-25T00:00:00Z,Xylose metabolism in the pig,"['In conclusion, pigs can metabolize xylose, but with considerably lower efficiency than glucose. Furthermore, pigs can adapt over time to utilize xylose more efficiently, as evidenced by the decline in the portion of dietary xylose excreted in the urine directly or as its metabolites. Xylose retention decreased from 60% to 47% to 41% when pigs were fed diets containing 2, 4, or 8% xylose, respectively. Thus, increasing dietary xylose concentration decreases diet ME. A comprehensive pathway for xylose metabolism in the pig is proposed and D-threitol was confirmed as the major urinary metabolite of xylose. Xylitol, D-xylonic acid, and D-xylulose were identified as minor metabolites.This experiment provides novel data regarding xylose metabolism when fed at relevant concentrations for typical swine diets. To fully understand these data in the context of practical swine nutrition, further research is needed to determine how much free xylose is released from arabinoxylan with xylanase supplementation. Because of the importance and cost of energy in swine diets, assigning an energy release value to xylanase is of great interest. These data indicate that xylose’s energy contribution to the pig will depend on the amount of xylose released and the length of adaptation to the diet.']"
2013-10-18T00:00:00Z,Diverse Microbiota Identified in Whole Intact Nest Chambers of the Red Mason Bee Osmia bicornis (Linnaeus 1758),"['From a microbial perspective, Osmia females create brood cell microhabitats that resemble to a large part the surrounding environmental characteristics due to passive transport of bacteria from various sources into these nests. In contrast to plant-associated bacteria, those of soils seem to be able to flourish and dwell within the compartment walls between nest chambers. The resulting community is very diverse and may be composed of a patchwork from different collection sites. They may further be highly variable according to differences in soil characteristics of the bioregion and individual bee collection behavior.From a bee perspective, the brood cell environment is very different from the controlled microbial system inhabited by honey bee colonies. This diversity of microorganisms may cause severe larval mortality and require specific physiological or symbiotic adaptations against microbial threats. They may however also profit from such a diverse environment through gain of mutualistic partners. These microbiological conditions require further attention as they are likely of great importance in bee offspring nutrition, development, and immune-response to multiple threats. We conclude that further studies of microbial interaction networks in solitary bees will help to explore so far unknown fitness components and will improve the understanding of driving factors of population dynamics.']"
2013-12-02T00:00:00Z,"Survival of Escherichia coli O157:H7 in Soils from Jiangsu Province, China","['This research has enhanced our understanding of the survival of E. coli O157:H7 in soils. E. coli O157:H7 could survive for 32.79±1.16 days in neutral soils, and only 6.5±1.34 days in acidic soils. Special attention should be paid to the different survival times of E. coli O157:H7 in acidic and neutral soils when evaluating the environmental risk associated with it. The survival of E. coli O157:H7 in soils might relate to the interactions between numerous physical, chemical and biological factors. Our findings suggested that high soil pH and organic carbon could prolong E. coli O157:H7 survival times (td), while the initial G−/G+ ratio and exchangeable K were negatively correlated with survival times. Soil pH governs the fate of E. coli O157:H7 directly and indirectly through the adsorption/desorption of soil minerals, nutrition availability, and metal toxicity. However, the experiment was carried out under laboratory conditions. In order to better understand the survival dynamics of E. coli O157:H7 and provide precise information to assess the possible risk of contamination by this pathogen, further research should be done under natural conditions.']"
2014-05-28T00:00:00Z,"Lipid, Fatty Acid and Energy Density Profiles of White Sharks: Insights into the Feeding Ecology and Ecophysiology of a Complex Top Predator","['In this study we used lipid analyses to directly extract energetic and feeding related information on white sharks. We found that while the muscle is a site of structural energy, the liver has an even higher energy density than whale blubber and serves as a storage unit to fuel white shark migrations, growth and reproduction. Among-individual variation in fatty acid profiles suggest individuality in foraging strategies with some sort of a gradient between dominant or partial consumption of fish and mammals. Such information, although currently very limited in elasmobrachs, is required for the development of bioenergetics-based models including dynamic energy budget models and ecosystem models increasingly used in fisheries and conservation management. Indeed, measuring total lipid energy is appealing because lipids represent a common currency, linking food quality and quantity to many aspects of fish nutrition, reproduction and population dynamics. Future studies should include targeted sampling and utilization of this novel approach on live specimens, along with ongoing telemetry studies, to explore the relative contributions of biological and environmental factors influencing intra-specific variation. Such data will allow us to better understand the ecology of white shark and predict how they might respond to environmental perturbations.']"
2018-11-26T00:00:00Z,"Investigating risk factors for under-five mortality in an HIV hyper-endemic area of rural South Africa, from 2000-2014","['This study suggests that under-five mortality in this rural setting has declined from 2000–2014. The findings show that residing in households with a poor socio-economic status, drinking water from unprotected water bodies, having mothers who are HIV-positive, and being born to uneducated mothers are significant risk factors for mortality across both age groups (infant, and under-five) in rural South Africa. There is cause for hope in being able to achieve the SDG 2030 targets in South Africa, for reducing child mortality, which requires good nutrition, safe water, adequate sanitation, good hygiene, and reduced HIV infections. However, much needs to be done to further reduce mortality in these vulnerable age groups. The results highlight the need for a more comprehensive approach to child health intervention programmes towards reducing child mortality in rural SSA. Such policies need to include improvements in socio-economic status, health services, educating mothers, accessibility to clean water sources as well as improving the control of HIV and other preventable diseases. In addition, intervention policies need to embrace comprehensive child feeding guidelines and communication strategies in order to reduce under-five mortality, especially HIV-related deaths.']"
2018-11-08T00:00:00Z,"Anemia and its association with coffee consumption and hookworm infection among pregnant women attending antenatal care at Debre Markos Referral Hospital, Northwest Ethiopia","['Anemia in pregnancy is of public health concern among pregnant women in the study area. In this study maternal coffee consumption and hookworm infection during pregnancy are key predisposing factors to maternal anemia. Hence, a more comprehensive and community-wide deworming intervention should be performed. All pregnant women coming to antenatal clinics should be screened and treated routinely for intestinal parasitic infection. Anti‑helminthes should be given as prophylaxis to adolescent and young adult women, before their reproductive career. Stool analysis and nutrition intervention should be strongly inculcated into the routine maternity services during antenatal care. We also suggest sustained health education on the dietary intake, access to health care, clean water, hygiene and sanitation for women of reproductive age group particularly, pregnant women. Iron-folate supplementation combined with de-worming will also have affirmative input. The inhibiting effects of coffee on iron absorption can be partially prevail by the concurrent intake of vitamin C rich foods and diet of animal origin. Moreover, pregnant women should limit coffee consumption, and avoid drinking coffee with meals. Causal relationships between maternal coffee consumption during pregnancy and anemia should be further investigated with strong study design.']"
2012-10-03T00:00:00Z,"Earliest Porotic Hyperostosis on a 1.5-Million-Year-Old Hominin, Olduvai Gorge, Tanzania","[""The observation of porotic hyperostosis on the 1.5 Ma OH 81 child indicates early childhood was also nutritionally stressful for hominins, even well before the establishment of the sedentary, food-producing societies of the Holocene, and it also dispels the notion of invariable dietary affluence in the early Pleistocene. And, based on other pathological hominin fossils from more recent in time, the Pleistocene continued to be a stressful period for some hominin populations, in some places. For instance, cribra orbitalia, a specific form of porotic hyperostosis, affects one third of the Atapuerca (Spain) Middle Pleistocene Sima de los Huesos (Bone Pit) population [47].Stratigraphically, OH 81 was recovered from the lower portion of upper Bed II of the Olduvai Formation, in which a geologically documented drying trend ultimately resulted in the disappearance of the Olduvai paleolake by late upper Bed II times [48]. This evolving climatic upheaval might have contributed to resource scarcity and nutritional stresses for Olduvai hominins. Thus, although archaeological evidence (in the form of stone tool butchery damage on ungulate fossils) [38] confirms the importance of meat-eating in human evolution, the same evidence weighed against nutritionally relevant paleopathological data, such as those for OH 81, reveals a more realistically nuanced picture of our prehistory.Further broader relevance of anemia-induced porotic hyperostosis on OH 81 is its support for hypotheses that meat-eating was a fundamental, rather than marginal, aspect of some hominin diets during the early Pleistocene [38], [49]. There is disagreement, but a compelling body of data suggests [50]–[54] that extant chimpanzees (Pan troglodytes) might eat meat to compensate for seasonal shortfalls in protein and/or important micronutrients [55]. Despite the possibility that chimpanzees are at least seasonally obligate faunivores, porotic hyperostosis is virtually absent in these apes, our closest living relatives. In contrast, the pathology's relative prevalence in prehistoric hominins seems to indicate that a significant deriviation in hominin metabolic physiology from the ancestral condition occurred sometime after the late Miocene split between the hominin and panin lineages. The presence of anemia-induced porotic hypertostosis on the 1.5 Ma OH 81 hominin parietal, indicates indirectly that by at least the early Pleistocene meat had become so essential to proper hominin functioning that its paucity or lack led to deleterious pathological conditions. Actualistic studies on the ecology of scavenging show that this strategy is feasible only on a seasonal basis in some modern East African savannas and that it provides low flesh yields [56], [57]. A physiology adapted to the consumption of meat on a regular basis, as inferred for the species to which OH81 belonged, is in contradiction with this scenario, since it would not survive acquiring flesh so sporadically. This grants more support to the hypothesis that some hominins were actively engaged in hunting by 1.5 Ma.Because fossils of very young hominin children are so rare in the early Pleistocene fossil record of East Africa, the occurrence of porotic hyperostosis on one, OH 81, suggests we have only scratched the surface in our understanding of nutrition and health in ancestral populations of the deep past.""]"
2019-10-01T00:00:00Z,Multilevel legal approaches to obesity prevention: A conceptual and methodological toolkit,"['Public health law research and scholarship continues to focus on measuring the effects of a wide range of state laws on population health [55]. Recent studies have considered the effects of everything from medical marijuana legalization to seat belt safety laws [56–58]. While these studies and previous work on obesity prevention laws often make reference to the ecological model of health behavior change, they have not systematically linked this model to the laws under investigation. Moreover, the focus is generally on a particular ecological level, such as schools. In this paper, we presented a conceptual framework that allows for the classification of obesity laws based on the ecological level of influence and the underlying legal mechanism involved. This creates the capacity to develop theory-driven models of the effects of various combinations of legal techniques and environment modification. This is an important first step in the direction of identifying legal interventions that are most likely to reduce obesity prevalence and increase health-promoting behaviors.Our classification system and search reveals that no obesity laws enacted during the study period specifically targeted the interpersonal level of influence. This is an important finding because it shows that a domain critical to shaping obesity-related behaviors and habits was not the target of substantial policy activity. Although changing dietary practices in the home is likely to be an essential component of any policy intervention that successfully reduces obesity rates over the long term, lawmakers may find it particularly challenging to develop politically feasible and socially acceptable interventions at this ecological level. Proposed amendments to the Supplemental Nutrition Assistance Program (SNAP) that would restrict the purchase of foods that do not meet certain nutritional standards provide an example of how a legal mechanism that decreases access to obesogenic foods might target the home environment indirectly [59]. Ultimately, efforts to quantify the effects of any current or proposed interventions must continue to evolve with a focus on linking laws to health outcomes with a solid theoretical model of health behavior change.Our findings of extensive adoption of physical activity standards, physical education standards, and walk and bike path legislation are consistent with prior studies of the state-level obesity policy landscape [60–63]. Our finding that the majority of states do not have a comprehensive package of obesity prevention laws that targets multiple ecological levels of influence on youth obesity raises important questions about how obesity policy is developed on the state level as even more recent data collection efforts reveal that multilevel legal approaches within states are rare. Several studies [61–64] have sought to identify state-level socioeconomic, political, or population health factors that shape adoption of obesity prevention laws. Political factors such as a democratically controlled legislature and a longer legislative term are both associated with increased likelihood of bill enactment. State legislative action on obesity was also more likely in states with a greater gap between adults’ actual and desired weight, a higher percentage of college-educated adults, and a higher percentage of African-American residents [65]. However, adult obesity prevalence was generally not a significant predictor of bill enactment [65].In order to create the potentially synergistic effects of multiple obesity prevention laws, state policymakers should continue to create and enact legal interventions that target different ecological levels of influence on youth obesity. Expanding opportunities for recreation through walk and bike path development is an important first step to encourage healthier lifestyle choices. However, it does not go far enough in addressing the multiple environmental determinants of obesity. There is a glaring lack of legal interventions that directly target the intrapersonal and interpersonal ecological levels; this highlights the need for laws that will change food and physical activities practices within the home and provide individuals with more opportunity to change their physical activity and food practices independently. For example, restricting the use of supplemental nutrition assistance benefits to healthy foods, providing benefits that cover the cost of using local gym facilities for families or individuals, or increasing individual access to obesity treatments through public or private insurance mechanisms are policy options that would start to fill the existing gap. Future research might examine the scope and content of the evidence base for successfully adopted obesity prevention laws in an effort to bridge the gap between obesity research and law. The absence of more comprehensive combinations of obesity prevention laws may limit the potential of legal interventions to help solve this pressing public health issue.']"
2017-08-22T00:00:00Z,A systematic review of sub-national food insecurity research in South Africa: Missed opportunities for policy insights,"[""The experience of food insecurity found in this review was characterised by issues affecting the ability of individuals and households to access sufficient food. This resonated with–and expands on—the shift in food security ‘paradigms’ narrated on in the 1990s by Maxwell, who observed that since the 1970s the focus in analysis and programming has moved from being on national production deficits to being orientated towards the consumer, at the level of household and individual livelihoods and capabilities (see [181]). These shifts have also seen the commensurate change in the way food security is measured, and how best to do so has been the subject of scholarly debate for some time [37, 182].The use of 27 different measurement tools across the 169 studies is indicative not only of the different disciplinary backgrounds of the authors but also of the difficulty in establishing an absolute ‘state' of food insecurity that is comparable across space and time. Some approaches focussed on measuring food security through a composite food access index, others on quantifying micro- and macro-nutrient intake, and still others on malnutrition outcomes such as stunting. This makes a direct comparison of relative food insecurity across the studies very difficult.A wide range of food insecurity drivers was cited across the studies, with each study reflecting local level, context-specific dynamics. Nevertheless, the very high reliance on purchased food means that being able to afford food is the predominant challenge in South Africa, with 51% of studies specifically citing poverty as a food insecurity driver. Food prices are a cause for concern and discussion. In the light of poverty, there is a high dependence on government grants, which is seen as preventing households from falling into absolute hunger, but may be a disincentive to engaging in more sustainable food security efforts, such as food gardens. This is resonant with the kinds of trade-offs involved among the food insecure, in which coping strategies frequently have short as well as long-term negative impacts on livelihood resilience.Food production is beset with access-related issues including affordability of agricultural inputs, poor access to farm and non-farm resources, and failing or exclusionary formal and informal institutions. Given these challenges, it is perhaps not surprising that deagrarianisation emerged as a theme in the studies. Deagrarianisation also takes place in the context of a rapidly urbanising world. Urban food systems were discussed by some studies.The exclusionary practices of formal and informal institutions were repeatedly raised in relation to agriculture and other aspects of food access. Access to social resources was particularly mentioned in relation to gender dynamics, which disadvantage women in myriad ways in the food security landscape.The so-called nutrition transition creates a (relatively new) dimension to food insecurity, and one that is linked to markets and food availability, food choices and nutrition, as well as food access. This transition sees a move towards the increasing consumption of cheaper, more available, and/or preferable ‘globalised’ foods, which have a high-energy content but generally low nutritional value, and which are heralding overweight and obesity alongside features of malnutrition such as stunting. However, all of the food security issues raised in the studies, are components of a food system that has multiple ailments but also multiple opportunities.A high level of local specificity in the causes, experience and consequences of food insecurity in South Africa is evident from the reviewed research. Decision-makers need to consider the local level context in developing and implementing interventions. From an operational perspective, the ‘how’ of interventions- their process- matters at least as much as their ‘what’. Misselhorn’s framework for intervention processes incorporates social capital, participation, coordination, and learning interactions as essential elements in food security interventions [183].The study highlights the need for paying more attention to what we are measuring and being precise in how food insecurity is measured. While there are no agreed on measures internationally, it is important for the food security research community and national departments entrusted with monitoring and evaluation of food security (primarily the Departments for Planning, Monitoring and Evaluation; Agriculture, Forestry and Fisheries; Health; Rural Development and Land Reform and Statistics South Africa) to confer and agree on a minimum set of indicators, methodologies and the interpretation of these indicators for reporting in more consistent ways. The wealth of sub-national surveys could provide additional rich understandings of local and household level experiences of food security and informed evidence for more appropriate policy making and designing of intervention programmes. Policymakers at all spheres of government (national, provincial and municipal) should be engaging with this wealth of researchers and sub-national study findings to enrich their food security planning, monitoring, and evaluation.""]"
2016-09-26T00:00:00Z,Taxes on Sugar-Sweetened Beverages to Reduce Overweight and Obesity in Middle-Income Countries: A Systematic Review,"['This review assessed nine studies, including three quasi-experimental studies, and four non-experimental, and two modeling studies. While these studies alone were insufficient to draw strong conclusions about the effectiveness of an SSB tax in improving obesity outcomes in MICs, the review indicates that a tax on SSBs may be a promising policy for MICs to consider in the face of the growing burden of overweight and obesity. A tax on SSBs will increase prices of soda, if not other SSBs, where markets are consolidated. The price increase required to prevent further growth in the prevalence of obesity and overweight varies across MICs, with most needing at least a 20% increase. The review also suggests that the tax alone will not likely lead to reductions in energy intake that are large enough to affect permanent reductions in population weight. The evidence base remains insufficient to definitively determine whether taxing SSBs will be more or less effective in MICs versus high-income countries, though it does indicate that differences will unlikely be large. MIC governments may want to consider adjusting existing surveys to create opportunities for stronger research and evaluation. They may also want to consider including type-2 diabetes as an outcome so that the indicators reflect a holistic understanding of the nutritional needs in MIC populations. They may also consider implementing the tax with other obesity prevention interventions.']"
2012-06-29T00:00:00Z,"Wealth Status, Mid Upper Arm Circumference (MUAC) and Antenatal Care (ANC) Are Determinants for Low Birth Weight in Kersa, Ethiopia","['The percentage of newborns delivered having LBW was extremely high in this study. The significant predictors of LBW were being poor, not attending ANC, MUAC less than 23 cm, experience of physical violence during the index pregnancy and longer time to walk to health facility. This is significant because LBW is highly associated with neonatal and infant morbidity and mortality.Improving access to health care and improving the nutritional status of women particularity pregnant women would reduce the occurrence of LBW.In Ethiopia, all rural Kebeles are staffed with health extension workers; these health workers are expected to provide house to house health promotion services. In this regard, they should emphasize providing ANC for the pregnant women. Through ANC, it is possible to identity a women who are at risk of having LBW baby. Giving necessary advice such as the need for balanced diet and provision of health promotion intervention such as provision of iron tables for the anemic can be easily facilitated.In addition, empowering women, families and neighborhoods to work on their own health care such as peer discussion to use ANC, would reduce the number of babies borne having LBW. These activities would prevent not only the occurrence of LBW but also problems associated with LBW such as child morbidity and most importantly child mortality thereby helps the country achieve child MDG targets.']"
2007-01-16T00:00:00Z,When Is Replacement Feeding Safe for Infants of HIV-Infected Women?,"[""Current research in prevention of breast-milk HIV transmission includes evaluation of a variety of approaches, including optimizing exclusive breast-feeding, providing antiretrovirals during shortened breast-feeding to mother or infant, and, ultimately, vaccination. Preserving breast-feeding is attractive because of nutritional, growth, safety, and confidentiality issues, and in the future these approaches may enable prolonged breast-feeding. However, some of the interventions currently under study may not be as promising as initially envisioned. For example, highly active antiretroviral therapy (HAART) during shortened breast-feeding is not the panacea hoped for—it may be associated with loss of confidentiality, toxicity, resistance, and infant morbidity and growth compromise when breast-feeding is stopped at six months. It is plausible that strategizing for not breast-feeding from birth would be less problematic than first starting to breast-feed on HAART, and then stopping after six months. Thus, replacement feeding should still be considered in the mix of strategies to prevent breast-milk transmission of HIV, particularly when water safety is assured and provision of breast-milk substitutes is an option. Becquet et al's data are reassuring that when appropriate support is provided and clean water is available, replacement feeding can be safe in an urban African setting.""]"
2017-10-05T00:00:00Z,Entomopathogenic fungi-based mechanisms for improved Fe nutrition in sorghum plants grown on calcareous substrates,"['The three EPF strains used in the in vitro assay increased the Fe availability under different conditions with respect to the Fe source (three Fe oxides of different crystallinities and solubilities) and growing substrate (calcareous or non-calcareous). Metarhizium brunneum was the most effective fungus, seemingly as a result of its increase of the Fe availability by releasing organic acids to lower the pH of the calcareous media. Both B. bassiana and M. brunneum alleviated the Fe chlorosis symptoms in inoculated sorghum plants grown on an artificial calcareous substrate. Although the three inoculation methods used in this experiment had positive effects on the plants, the soil treatment was the most effective method. Thus, it resulted in the increased persistence of the fungus in the substrate (CFU), re-isolation from different plant tissues to an extent comparable to that of seed dressing, a more persistent effect on the chlorophyll concentration of young leaves and plant growth relative to the other two inoculation methods, and a similar ability to increase the Fe uptake by sorghum plants. As revealed by the root parameter values, the soil treatment also resulted in a better exploration of the substrate. Therefore, the inoculation method is a key factor to consider in designing sustainable agricultural strategies based on EPF. The results of this work expand on the existing knowledge of plant-EPF-soil relations, and they underscore the importance of the inoculation method and the use of EPF to improve plant Fe nutrition in calcareous substrates beyond their role as biocontrol agents.']"
2016-08-25T00:00:00Z,"A Look into the Cell: Honey Storage in Honey Bees, Apis mellifera","['Variation in ripening dynamics within and between individual cells might reflect the outcome of storer bees’ behavior to work around the spatial and biophysical constraints to nectar ripening. The reorganization of stores to concentrate nectar into honey and the coordination with other colony functions, such as brood rearing [37], is achieved via cell content relocation. This process led to the overall increase of filling level in a high number of storage cells, of which the content concentration eventually reached that of honey. Ripening dynamics showed intercolonial variations that might be explained by internal factors (e.g. genetics, variations in humidity within the hives [12]). In conclusion, our data provide evidence for the occurrence of both passive and active mechanisms involved in honey production and confirm previous hypotheses based on behavioural observations [5,10,11]. Given the high resolution and non-destructive property of the method used, we were also able to describe previously unknown phenomena of nectar processing and honey production at the individual cell and comb levels (e.g. within cell heterogeneity of content and their dynamics over time). A combination of diagnostic radioentomology and detailed behavioral observations under a range of natural conditions will help to further advance our understanding of the ripening and storing of honey according to the colony’s nutritional and environmental contexts and contribute to improving beekeeping management.']"
2017-05-12T00:00:00Z,The malleable gut microbiome of juvenile rainbow trout (Oncorhynchus mykiss): Diet-dependent shifts of bacterial community structures,"['The intestinal microbiome is substantially involved in metabolism, and increasing plant protein levels in fish feed are significantly affecting this microbiome. This study has furthermore demonstrated that the intestinal microbiome of Rainbow trout can adapt several times towards a given diet and that the diet-type modulates this adaptation. Thus nutritional programming mechanisms of diets on the bacterial community could not be detected—within the presented experimental setup. Early fry feeding with plant proteins will therefore not positively influence the relation between the intestinal microbiome and plant proteins fed in later life stages. However, early fry feeding with fishmeal (representing the current state of work) will certainly not affect the subsequent replacement with plant proteins as well. The phyla and orders found in this experiment agree very well with bacteria that have been found in previous studies and thus the idea of a trout specific core microbiome on higher taxonomic levels is still valid. However, a comparison of the core microbiome in the present study with data from previous results suggests that on lower taxonomic levels diet has a strong modulating effect. These findings should therefore play a key role in further research about fishmeal substitution by including specific bacterial strains commonly present in the GI tract of trout into digestibility analysis.']"
2016-11-09T00:00:00Z,Plasma Ghrelin Concentrations Were Altered with Oestrous Cycle Stage and Increasing Age in Reproductively Competent Wistar Females,"['Significant changes were detected in total ghrelin concentrations in fed and fasted plasma, but not in stomach tissue, during different stages of the oestrous cycle in Wistar rats, along with observed decreased fasted stomach contents at oestrus. Fasted plasma ghrelin concentration increases were only observed in matched fed samples when rats were transitioning from oestrus to metoestrus on consecutive days. Circulating ghrelin levels were significantly reduced by 37 weeks of age in rats in both fed and fasted conditions. The biological implications of these findings are yet to be established in reproductively active animals, but warrant further investigation into ghrelin regulatory factor changes with increasing age in reproductively competent female mammals. If replicated in humans, the response to feeding, and higher circulating concentrations of total ghrelin in younger adult females, have the potential to influence the findings and interpretation of other studies, potential drug treatments, and surgical interventions. Future studies would need to factor ovarian cycle stage and age-related ghrelin regulatory changes into their experimental design and data analyses. Likewise, with the shift towards older human mothers with potentially altered concentrations of appetite-influencing hormones, producing their first children later in life, may also affect development in utero and post-partum nutrition, thus the metabolic programming of future generations.']"
2015-01-28T00:00:00Z,Trehalose Is a Chemical Attractant in the Establishment of Coral Symbiosis,"['We have found that in the symbiotic relationship between corals and Symbiodinium, fixed carbon in the form of trehalose produced by the symbiont plays a key role in how these partners find each other. This signal may yield information about the nutritional status and potential fitness of the signal generator and may serve the critical role of attracting the partners towards one another, where further information, in direct cell-cell interactions, can then be exchanged. Given that a likely benefit of horizontal infection is the identification of symbionts best suited to a particular environment, the trehalose cue, reflecting photosynthetic capability, may be particularly important to a potential host.Symbiosis between coral and intracellular dinoflagellates is critical for coral viability and reef ecosystem productivity. Most larval coral take up symbionts from their environment; but how these symbiotic partners signal and sense one another has been unknown. To help solve this mystery, we demonstrated in F. scutaria coral and their Symbiodinium: 1) a release of the disaccharide trehalose into the environment by the symbionts, 2) a coral larval chemo-attraction and feeding response in the presence of trehalose, 3) the presence of the enzyme, trehalase, in coral tissue, but not in the symbionts, and 4) adult release of live Symbiodinium, thus seeding the reef. To our knowledge, this is the first report of a specific chemical cue attracting the motile coral larvae to the symbiont.']"
2014-10-07T00:00:00Z,New Insights into How Increases in Fertility Improve the Growth of Rice at the Seedling Stage in Red Soil Regions of Subtropical China,"['The present study investigated reasons that increasing soil fertility would enhance the growth of rice. The study adopted a new perspective focusing on rice root ROL and its corresponding soil oxygen profile. The fertile soil had high porosity (because of the low clay content) and a high NH4+ content, which supported soil nitrification. A high rhizosphere oxygen pressure distribution caused by the rice root ROL, which was attributed to the improved rice root growth and root porosity observed in the high-fertility soil, also contributed to the promotion of rhizosphere nitrification. The mechanism accelerating the development of rice root aerenchyma in the high-fertility soil requires further exploration. Investigation of the mechanisms of N loss and the quantification of N loss were not performed in this study but will be addressed by our laboratory in future research. Long-term tillage and fertilisation (especially organic fertiliser) would significantly increase soil fertility, but a large amount of organic matter would decrease the soil oxygen content. Fortunately, rice planting altered the water layer and soil oxygen status via root ROL, and rice in the fertile soil further improved the rhizosphere soil oxidisation environment. Our results suggest that increased fertilisation could lead to increased soil aeration in red soil regions in China, which might promote rice growth and rice N nutrition.']"
2016-01-06T00:00:00Z,Drought-Stressed Tomato Plants Trigger Bottom–Up Effects on the Invasive Tetranychus evansi,"['Our data reveal that both drought and T. evansi infestation induced significant changes in the nutritional quality of tomato plants, as more essential amino acids and free sugars are available. These changes trigger a bottom-up effect on key biological traits of T evansi causing a highly significant increase of leaf damage and mite performance. Plant defense proteins were also induced by drought and/or mite infestation, but the mite physiological responses suggest that T. evansi is capable of circumventing their potential adverse effects. These findings support the “Plant stress hypothesis” and suggest that drought-stressed tomato plants even at a mild level may be more prone to T evansi outbreaks in a climate change scenario, which might strongly affect tomato production on area-wide scales. Moreover, abiotic stresses can also exert a strong impact at higher tropic levels. Thus, it has been demonstrated recently that plant water status may also trigger bottom-up effects on the reproductive behavior and fitness of some natural enemies, especially the omnivorous predators [51, 52], which might shape the arthropod structure. Therefore, this complexity of food-web structures should be considered when using species distribution models to infer climate change effects on crop pests.']"
2018-10-17T00:00:00Z,Alteration of the colostrum whey proteome in mothers with gestational hypothyroidism,"['In this observational study, we identified a total of 1055 proteins in human colostrum and found that 44 proteins were differentially expressed in the colostral whey proteome between mothers with and without G-HypoT. G-HypoT possible influenced the human whey proteome of colostrum, decreasing metabolic and cell-structure proteins and increasing immunity-related proteins, which may affect the transportation of nutrition and bioactive components for infants. We found that theduration of jaundice was longer in infants of G-HypoT (50±14.1) mothers than no-G-HypoT(30±17.3) mothers. But there was no difference in infant birth length and weight between the two groups. May be a more large sample will show difference, or therapy relief hypothroidism influence on mothers and thus the milk. So influence of alteration caused by G-HypoT may need a period to make difference on clinical characteristics of infant health. Since our sample size was small, large prospective cohort studies should be performed to verify our findings. The impact of maternal gestational hypothyroidism on infant growth index and nutrient status should also be taken into account, along with changes in milk components during the course of lactation. The present study provides insight into proteomic differences in the colostral whey of G-HypoT women in comparison to non-G-HypoT women.']"
2019-11-27T00:00:00Z,Risk factors for the carriage of Streptococcus infantarius subspecies infantarius isolated from African fermented dairy products,"['This study provides the first data on SBSEC/Sii prevalence in the general population. Our findings allowed confirmation of earlier observations regarding determinants, especially demographic, environmental and nutritional factors that might influence the fecal carriage of SBSEC members. Such data was previously only obtained from hospital-based studies and was thus less representative for the general population. We noted a significantly higher rate of Sii fecal carriage in elderly, in consumers of artisanal butter, as well as in subjects in close contact with livestock and livestock primary products. The livestock proximity has been identified as a risk factor for Sii fecal carriage, indicating a possible transmission of Sii from animals to humans. The population structure of Sii in Côte d’Ivoire revealed a close relationship across human and dairy isolates in East and West Africa with a predicted founder linking back to a Kenyan human isolate. The presence of dairy adaptations and isolation origins however suggest the establishment of multiple dairy lineages and an evolution driven by recombination rather than clonal development. In-depth investigations on the ecology, potential reservoirs and pathways of contamination by Sii at the human-animal-environment interface in Africa will be needed in comparison to yet to be collected data from Europe, Asia and the Americas to further elucidate the various roles of Sii.']"
2016-05-17T00:00:00Z,Forest Management Intensity Affects Aquatic Communities in Artificial Tree Holes,"['Our results indicate that forest management has substantial and pervasive effects on communities which may alter their structure and functioning through a number of different mechanisms. Whereas more direct impacts of management on other types of communities in forests had been reported before [1, 3–5], the effect on aquatic communities constitutes novel information (but see Gossner et al. [10] for natural tree holes). We did not find strong individual direct pathways that may explain the effect of forest management intensity on communities via the measured environmental variables. Instead, multiple indirect effects seem to be central here. These could for example operate via effects of management on the species richness of trees and other plants, changing light and temperature conditions, resource input into tree holes and the structure of the matrix between communities that may influence dispersal processes and conditions for adult insects (e.g. nutrition and shelter). By investigating community change in tree holes we may be integrating over a number of direct and indirect effects to derive a more comprehensive picture of the consequences of change in forest management intensity on communities. We furthermore conclude that artificial tree-hole analogues constitute a useful experimental alternative to test effects of land-use change on natural communities and may indeed be used as an early-warning or indicator system of ecosystem modifications in conservation assessments.']"
